Timestamp,Room,Temp_C,Humidity_Pct,CO2_ppm,Light_Lux,Occupancy,HVAC_Status
"2026-03-30 11:30:00",Bedroom,21.1,85,433,0,0,OFF
"2026-03-30 11:35:00",Kitchen,22.9,82,422,1,0,OFF
"2026-03-30 11:40:00",Bathroom,22.36,85,421,0,0,OFF
"2026-03-30 11:45:00",Living_Room,21.6,75.5,438,8,0,OFF
"2026-03-30 11:50:00",Bedroom,21.15,75.5,432,0,0,OFF
"2026-03-30 11:55:00",Kitchen,23.3,75.4,427,0,0,OFF
"2026-03-30 12:00:00",Bathroom,22.8,85,417,18,0,OFF
"2026-03-30 12:05:00",Living_Room,21.47,66.7,427,0,0,OFF
"2026-03-30 12:10:00",Bedroom,20.96,85,519,0,2,OFF
"2026-03-30 12:15:00",Kitchen,22.91,85,481,176,1,OFF
"2026-03-30 12:20:00",Bathroom,22.59,85,620,0,2,OFF
"2026-03-30 12:25:00",Living_Room,22.36,77.6,548,1,4,OFF
"2026-03-30 12:30:00",Bedroom,21.6,80.6,585,20,2,OFF
"2026-03-30 12:35:00",Kitchen,23.51,83.8,577,12,2,COOLING
"2026-03-30 12:40:00",Bathroom,22.84,83.5,670,0,2,COOLING
"2026-03-30 12:45:00",Living_Room,21.72,65.7,577,0,2,OFF
"2026-03-30 12:50:00",Bedroom,21.79,85,649,0,2,OFF
"2026-03-30 12:55:00",Kitchen,23.72,81.8,604,2,2,COOLING
"2026-03-30 13:00:00",Bathroom,22.82,81.5,680,1,2,COOLING
"2026-03-30 13:05:00",Living_Room,21.95,83,641,16,3,OFF
"2026-03-30 13:10:00",Bedroom,21.68,83.3,654,113,1,OFF
"2026-03-30 13:15:00",Kitchen,23.71,81.5,554,161,1,COOLING
"2026-03-30 13:20:00",Bathroom,22.53,85,480,0,0,COOLING
"2026-03-30 13:25:00",Living_Room,22.56,79.5,660,15,2,COOLING
"2026-03-30 13:30:00",Bedroom,22.02,75.6,617,10,0,COOLING
"2026-03-30 13:35:00",Kitchen,24.06,85,532,87,1,COOLING
"2026-03-30 13:40:00",Bathroom,23.47,85,549,89,1,COOLING
"2026-03-30 13:45:00",Living_Room,22.44,85,676,2,2,COOLING
"2026-03-30 13:50:00",Bedroom,21.75,67.1,673,2,2,OFF
"2026-03-30 13:55:00",Kitchen,24.18,85,578,0,2,COOLING
"2026-03-30 14:00:00",Bathroom,23.12,85,641,7,2,COOLING
"2026-03-30 14:05:00",Living_Room,22.26,82.5,686,24,2,COOLING
"2026-03-30 14:10:00",Bedroom,21.61,85,757,0,3,OFF
"2026-03-30 14:15:00",Kitchen,24.09,66.1,550,100,1,COOLING
"2026-03-30 14:20:00",Bathroom,23.22,85,777,0,3,COOLING
"2026-03-30 14:25:00",Living_Room,23.07,85,734,22,3,COOLING
"2026-03-30 14:30:00",Bedroom,22.53,73.7,747,67,1,COOLING
"2026-03-30 14:35:00",Kitchen,24.5,70.6,651,22,3,COOLING
"2026-03-30 14:40:00",Bathroom,23.82,85,914,38,4,COOLING
"2026-03-30 14:45:00",Living_Room,22.76,80.5,677,40,0,COOLING
"2026-03-30 14:50:00",Bedroom,22.44,80,688,13,0,COOLING
"2026-03-30 14:55:00",Kitchen,24.43,79.2,504,18,0,COOLING
"2026-03-30 15:00:00",Bathroom,24.15,85,750,12,2,COOLING
"2026-03-30 15:05:00",Living_Room,23.45,85,718,8,3,COOLING
"2026-03-30 15:10:00",Bedroom,23.09,73.9,769,19,3,COOLING
"2026-03-30 15:15:00",Kitchen,25.17,63,573,28,2,COOLING
"2026-03-30 15:20:00",Bathroom,24.38,82.3,700,32,2,COOLING
"2026-03-30 15:25:00",Living_Room,23.91,64.8,667,62,0,COOLING
"2026-03-30 15:30:00",Bedroom,23.4,72.3,709,37,0,COOLING
"2026-03-30 15:35:00",Kitchen,25.34,80.4,531,98,1,COOLING
"2026-03-30 15:40:00",Bathroom,24.94,85,694,69,2,COOLING
"2026-03-30 15:45:00",Living_Room,23.49,67.2,649,84,1,COOLING
"2026-03-30 15:50:00",Bedroom,23.1,84.3,739,57,2,COOLING
"2026-03-30 15:55:00",Kitchen,24.83,75.5,653,90,3,COOLING
"2026-03-30 16:00:00",Bathroom,24.28,85,689,48,2,COOLING
"2026-03-30 16:05:00",Living_Room,23.5,77.9,664,118,2,COOLING
"2026-03-30 16:10:00",Bedroom,23.15,68.7,681,49,0,COOLING
"2026-03-30 16:15:00",Kitchen,25.33,73.5,638,95,2,COOLING
"2026-03-30 16:20:00",Bathroom,24.91,75.6,685,96,2,COOLING
"2026-03-30 16:25:00",Living_Room,24.27,59.8,619,143,0,COOLING
"2026-03-30 16:30:00",Bedroom,23.68,73.2,639,159,0,COOLING
"2026-03-30 16:35:00",Kitchen,25.56,71.9,508,255,0,COOLING
"2026-03-30 16:40:00",Bathroom,25.09,83.7,479,134,0,COOLING
"2026-03-30 16:45:00",Living_Room,24.18,70.6,582,157,0,COOLING
"2026-03-30 16:50:00",Bedroom,23.55,78.3,594,150,0,COOLING
"2026-03-30 16:55:00",Kitchen,25.75,66.5,454,176,0,COOLING
"2026-03-30 17:00:00",Bathroom,25.37,84.8,437,115,0,COOLING
"2026-03-30 17:05:00",Living_Room,24.51,65.7,560,192,0,COOLING
"2026-03-30 17:10:00",Bedroom,23.86,74.2,567,126,0,COOLING
"2026-03-30 17:15:00",Kitchen,25.85,75.8,431,221,0,COOLING
"2026-03-30 17:20:00",Bathroom,25.37,82.1,427,142,0,COOLING
"2026-03-30 17:25:00",Living_Room,24.89,68.1,537,275,0,COOLING
"2026-03-30 17:30:00",Bedroom,24.41,76.8,535,174,0,COOLING
"2026-03-30 17:35:00",Kitchen,26.3,58.2,422,300,0,COOLING
"2026-03-30 17:40:00",Bathroom,25.59,81.4,410,229,0,COOLING
"2026-03-30 17:45:00",Living_Room,24.72,77.3,541,299,1,COOLING
"2026-03-30 17:50:00",Bedroom,24.08,84.4,511,185,0,COOLING
"2026-03-30 17:55:00",Kitchen,26.18,80.2,546,363,2,COOLING
"2026-03-30 18:00:00",Bathroom,25.49,85,618,160,2,COOLING
"2026-03-30 18:05:00",Living_Room,24.4,76.6,517,259,0,COOLING
"2026-03-30 18:10:00",Bedroom,24.03,72.1,504,204,0,COOLING
"2026-03-30 18:15:00",Kitchen,25.89,62.7,469,340,0,COOLING
"2026-03-30 18:20:00",Bathroom,25.62,75.6,565,186,1,COOLING
"2026-03-30 18:25:00",Living_Room,24.8,74.4,498,263,0,COOLING
"2026-03-30 18:30:00",Bedroom,24.06,85,493,197,0,COOLING
"2026-03-30 18:35:00",Kitchen,26.03,77.7,440,416,0,COOLING
"2026-03-30 18:40:00",Bathroom,25.68,85,459,211,0,COOLING
"2026-03-30 18:45:00",Living_Room,25.03,66.9,493,320,0,COOLING
"2026-03-30 18:50:00",Bedroom,24.23,74.7,471,194,0,COOLING
"2026-03-30 18:55:00",Kitchen,26.2,64.5,431,322,0,COOLING
"2026-03-30 19:00:00",Bathroom,25.69,80.1,434,306,0,COOLING
"2026-03-30 19:05:00",Living_Room,24.72,80.6,481,281,0,COOLING
"2026-03-30 19:10:00",Bedroom,24.18,76.1,459,189,0,COOLING
"2026-03-30 19:15:00",Kitchen,26.06,79.5,432,399,0,COOLING
"2026-03-30 19:20:00",Bathroom,25.48,75.7,427,274,0,COOLING
"2026-03-30 19:25:00",Living_Room,24.36,65.8,469,395,0,COOLING
"2026-03-30 19:30:00",Bedroom,23.73,71.3,448,223,0,COOLING
"2026-03-30 19:35:00",Kitchen,25.61,79.5,417,316,0,COOLING
"2026-03-30 19:40:00",Bathroom,25.2,80.3,420,291,0,COOLING
"2026-03-30 19:45:00",Living_Room,24.25,78.7,485,263,1,COOLING
"2026-03-30 19:50:00",Bedroom,23.7,80.8,448,246,0,COOLING
"2026-03-30 19:55:00",Kitchen,25.83,59.8,410,300,0,COOLING
"2026-03-30 20:00:00",Bathroom,25.45,85,426,310,0,COOLING
"2026-03-30 20:05:00",Living_Room,24.59,75.3,475,324,0,COOLING
"2026-03-30 20:10:00",Bedroom,23.94,85,447,292,0,COOLING
"2026-03-30 20:15:00",Kitchen,25.71,69.1,419,415,0,COOLING
"2026-03-30 20:20:00",Bathroom,25.16,85,627,266,2,COOLING
"2026-03-30 20:25:00",Living_Room,24.57,61.5,474,374,0,COOLING
"2026-03-30 20:30:00",Bedroom,24.11,71.1,440,261,0,COOLING
"2026-03-30 20:35:00",Kitchen,26.18,85,541,432,2,COOLING
"2026-03-30 20:40:00",Bathroom,25.64,85,468,296,0,COOLING
"2026-03-30 20:45:00",Living_Room,24.68,72.9,474,316,0,COOLING
"2026-03-30 20:50:00",Bedroom,24.12,78.7,440,226,0,COOLING
"2026-03-30 20:55:00",Kitchen,26.33,70.3,456,316,0,COOLING
"2026-03-30 21:00:00",Bathroom,25.83,85,433,204,0,COOLING
"2026-03-30 21:05:00",Living_Room,24.79,68.5,459,336,0,COOLING
"2026-03-30 21:10:00",Bedroom,24.44,79.2,432,206,0,COOLING
"2026-03-30 21:15:00",Kitchen,26.51,81.3,437,429,0,COOLING
"2026-03-30 21:20:00",Bathroom,26.19,82.4,423,292,0,COOLING
"2026-03-30 21:25:00",Living_Room,25.4,69.4,440,262,0,COOLING
"2026-03-30 21:30:00",Bedroom,24.85,78.9,430,142,0,COOLING
"2026-03-30 21:35:00",Kitchen,26.63,67.7,423,324,0,COOLING
"2026-03-30 21:40:00",Bathroom,26.12,73,420,155,0,COOLING
"2026-03-30 21:45:00",Living_Room,25.37,66,446,239,0,COOLING
"2026-03-30 21:50:00",Bedroom,24.86,60.1,429,176,0,COOLING
"2026-03-30 21:55:00",Kitchen,26.88,78.7,424,265,0,COOLING
"2026-03-30 22:00:00",Bathroom,26.64,85,419,238,0,COOLING
"2026-03-30 22:05:00",Living_Room,25.88,66.3,448,266,0,COOLING
"2026-03-30 22:10:00",Bedroom,25.33,52.4,430,177,0,COOLING
"2026-03-30 22:15:00",Kitchen,27.3,59.1,423,271,0,COOLING
"2026-03-30 22:20:00",Bathroom,26.74,70.3,428,163,0,COOLING
"2026-03-30 22:25:00",Living_Room,26.02,74.9,527,200,3,COOLING
"2026-03-30 22:30:00",Bedroom,25.28,72.5,429,141,0,COOLING
"2026-03-30 22:35:00",Kitchen,27.2,78,416,207,0,COOLING
"2026-03-30 22:40:00",Bathroom,26.7,76.4,424,136,0,COOLING
"2026-03-30 22:45:00",Living_Room,25.88,60,561,192,2,COOLING
"2026-03-30 22:50:00",Bedroom,25.44,57.8,424,138,0,COOLING
"2026-03-30 22:55:00",Kitchen,26.98,80.3,424,208,0,COOLING
"2026-03-30 23:00:00",Bathroom,26.34,85,414,121,0,COOLING
"2026-03-30 23:05:00",Living_Room,25.79,64.7,542,149,0,COOLING
"2026-03-30 23:10:00",Bedroom,25.22,78.9,427,130,0,COOLING
"2026-03-30 23:15:00",Kitchen,27.33,71.4,428,199,0,COOLING
"2026-03-30 23:20:00",Bathroom,26.86,85,410,144,0,COOLING
"2026-03-30 23:25:00",Living_Room,26.17,60.4,510,104,0,COOLING
"2026-03-30 23:30:00",Bedroom,25.67,53.3,427,35,0,COOLING
"2026-03-30 23:35:00",Kitchen,27.69,65.5,422,119,0,COOLING
"2026-03-30 23:40:00",Bathroom,27.03,78.1,421,51,0,COOLING
"2026-03-30 23:45:00",Living_Room,26.01,81,493,89,0,COOLING
"2026-03-30 23:50:00",Bedroom,25.52,63.3,423,59,0,COOLING
"2026-03-30 23:55:00",Kitchen,27.52,63.2,421,81,0,COOLING
"2026-03-31 00:00:00",Bathroom,26.96,77,422,54,0,COOLING
"2026-03-31 00:05:00",Living_Room,25.94,76.2,485,110,0,COOLING
"2026-03-31 00:10:00",Bedroom,25.65,59.4,550,50,3,COOLING
"2026-03-31 00:15:00",Kitchen,27.79,78.9,426,94,0,COOLING
"2026-03-31 00:20:00",Bathroom,27.44,65.6,410,72,0,COOLING
"2026-03-31 00:25:00",Living_Room,26.4,59.4,474,38,0,COOLING
"2026-03-31 00:30:00",Bedroom,26.13,80.6,611,13,2,COOLING
"2026-03-31 00:35:00",Kitchen,28.46,75.2,473,93,1,COOLING
"2026-03-31 00:40:00",Bathroom,27.71,82.4,618,10,2,COOLING
"2026-03-31 00:45:00",Living_Room,26.57,63.1,458,10,0,COOLING
"2026-03-31 00:50:00",Bedroom,26.03,64,664,25,2,COOLING
"2026-03-31 00:55:00",Kitchen,28.3,72.2,497,89,1,COOLING
"2026-03-31 01:00:00",Bathroom,27.8,85,765,15,3,COOLING
"2026-03-31 01:05:00",Living_Room,26.49,62.6,535,32,3,COOLING
"2026-03-31 01:10:00",Bedroom,25.86,51.3,717,10,2,COOLING
"2026-03-31 01:15:00",Kitchen,27.83,77.6,631,9,3,COOLING
"2026-03-31 01:20:00",Bathroom,27.01,85,706,40,2,COOLING
"2026-03-31 01:25:00",Living_Room,25.66,84.7,635,7,4,COOLING
"2026-03-31 01:30:00",Bedroom,25.2,72.2,656,0,0,COOLING
"2026-03-31 01:35:00",Kitchen,27.29,74.4,500,0,0,COOLING
"2026-03-31 01:40:00",Bathroom,26.62,85,494,14,0,COOLING
"2026-03-31 01:45:00",Living_Room,25.58,77.3,605,0,0,COOLING
"2026-03-31 01:50:00",Bedroom,25.03,72.1,700,3,2,COOLING
"2026-03-31 01:55:00",Kitchen,27.28,69.1,574,17,2,COOLING
"2026-03-31 02:00:00",Bathroom,26.46,84,746,0,3,COOLING
"2026-03-31 02:05:00",Living_Room,25.58,75.3,597,139,1,COOLING
"2026-03-31 02:10:00",Bedroom,25.15,69.3,774,14,3,COOLING
"2026-03-31 02:15:00",Kitchen,27.14,63.9,541,184,1,COOLING
"2026-03-31 02:20:00",Bathroom,26.87,77.8,705,0,2,COOLING
"2026-03-31 02:25:00",Living_Room,25.34,64.2,560,13,0,COOLING
"2026-03-31 02:30:00",Bedroom,25.02,65.1,712,1,0,COOLING
"2026-03-31 02:35:00",Kitchen,27.1,70.5,651,17,3,COOLING
"2026-03-31 02:40:00",Bathroom,26.73,85,691,0,2,COOLING
"2026-03-31 02:45:00",Living_Room,25.85,73.2,559,143,1,COOLING
"2026-03-31 02:50:00",Bedroom,25.31,79.2,750,12,2,COOLING
"2026-03-31 02:55:00",Kitchen,27.39,84.9,698,0,3,COOLING
"2026-03-31 03:00:00",Bathroom,26.77,85,687,14,2,COOLING
"2026-03-31 03:05:00",Living_Room,25.73,80.8,643,22,4,COOLING
"2026-03-31 03:10:00",Bedroom,25.12,78.2,774,22,2,COOLING
"2026-03-31 03:15:00",Kitchen,26.88,79.6,583,182,1,COOLING
"2026-03-31 03:20:00",Bathroom,26.5,67.2,488,12,0,COOLING
"2026-03-31 03:25:00",Living_Room,24.82,66.3,600,2,0,COOLING
"2026-03-31 03:30:00",Bedroom,24.7,81.2,806,0,2,COOLING
"2026-03-31 03:35:00",Kitchen,26.94,77.5,595,9,2,COOLING
"2026-03-31 03:40:00",Bathroom,26.15,83.4,437,0,0,COOLING
"2026-03-31 03:45:00",Living_Room,24.94,81.6,628,6,2,COOLING
"2026-03-31 03:50:00",Bedroom,24.65,62.4,743,18,0,COOLING
"2026-03-31 03:55:00",Kitchen,26.68,57.3,488,0,0,COOLING
"2026-03-31 04:00:00",Bathroom,26.2,73.3,418,5,0,COOLING
"2026-03-31 04:05:00",Living_Room,25.3,69,586,2,0,COOLING
"2026-03-31 04:10:00",Bedroom,24.92,81.9,688,8,0,COOLING
"2026-03-31 04:15:00",Kitchen,26.91,68.5,444,19,0,COOLING
"2026-03-31 04:20:00",Bathroom,26.45,73.8,420,0,0,COOLING
"2026-03-31 04:25:00",Living_Room,24.71,64.4,559,0,0,COOLING
"2026-03-31 04:30:00",Bedroom,24.13,75.6,690,113,1,COOLING
"2026-03-31 04:35:00",Kitchen,26.28,64.1,673,16,4,COOLING
"2026-03-31 04:40:00",Bathroom,25.83,84.5,614,0,2,COOLING
"2026-03-31 04:45:00",Living_Room,24.78,80.2,603,8,2,COOLING
"2026-03-31 04:50:00",Bedroom,24.29,85,814,3,4,COOLING
"2026-03-31 04:55:00",Kitchen,26.42,85,705,0,3,COOLING
"2026-03-31 05:00:00",Bathroom,25.97,82.9,471,0,0,COOLING
"2026-03-31 05:05:00",Living_Room,24.73,80.4,600,136,1,COOLING
"2026-03-31 05:10:00",Bedroom,24.19,77.5,869,8,3,COOLING
"2026-03-31 05:15:00",Kitchen,26.26,66.3,650,2,2,COOLING
"2026-03-31 05:20:00",Bathroom,25.98,81.1,636,8,2,COOLING
"2026-03-31 05:25:00",Living_Room,23.85,79.1,637,0,2,COOLING
"2026-03-31 05:30:00",Bedroom,23.08,78.1,913,0,3,COOLING
"2026-03-31 05:35:00",Kitchen,25.01,76.4,694,9,3,COOLING
"2026-03-31 05:40:00",Bathroom,24.52,85,671,3,2,COOLING
"2026-03-31 05:45:00",Living_Room,23.63,77.8,693,31,3,COOLING
"2026-03-31 05:50:00",Bedroom,22.99,75,829,0,0,COOLING
"2026-03-31 05:55:00",Kitchen,24.68,61,531,0,0,COOLING
"2026-03-31 06:00:00",Bathroom,23.99,84.3,693,12,2,COOLING
"2026-03-31 06:05:00",Living_Room,22.84,68.7,706,0,2,COOLING
"2026-03-31 06:10:00",Bedroom,22.2,65.5,806,104,1,COOLING
"2026-03-31 06:15:00",Kitchen,24.53,85,463,0,0,COOLING
"2026-03-31 06:20:00",Bathroom,24.13,81.7,486,0,0,COOLING
"2026-03-31 06:25:00",Living_Room,22.21,72.5,655,0,0,COOLING
"2026-03-31 06:30:00",Bedroom,21.87,85,741,19,0,OFF
"2026-03-31 06:35:00",Kitchen,24.42,82.9,437,2,0,COOLING
"2026-03-31 06:40:00",Bathroom,23.32,64.5,433,0,0,COOLING
"2026-03-31 06:45:00",Living_Room,22.63,73.4,681,0,2,COOLING
"2026-03-31 06:50:00",Bedroom,21.94,85,858,0,4,OFF
"2026-03-31 06:55:00",Kitchen,24.52,85,489,159,1,COOLING
"2026-03-31 07:00:00",Bathroom,23.49,85,615,0,2,COOLING
"2026-03-31 07:05:00",Living_Room,22.33,82.7,729,6,3,COOLING
"2026-03-31 07:10:00",Bedroom,21.41,85,870,15,2,OFF
"2026-03-31 07:15:00",Kitchen,24.1,78.5,565,31,2,COOLING
"2026-03-31 07:20:00",Bathroom,22.94,85,663,6,2,COOLING
"2026-03-31 07:25:00",Living_Room,20.89,78.4,730,12,2,OFF
"2026-03-31 07:30:00",Bedroom,21.04,79.3,886,11,2,OFF
"2026-03-31 07:35:00",Kitchen,22.93,85,594,0,2,OFF
"2026-03-31 07:40:00",Bathroom,22.32,85,680,26,2,OFF
"2026-03-31 07:45:00",Living_Room,21.2,69.6,707,155,1,OFF
"2026-03-31 07:50:00",Bedroom,20.94,76.2,842,105,1,OFF
"2026-03-31 07:55:00",Kitchen,22.97,85,549,185,1,OFF
"2026-03-31 08:00:00",Bathroom,22.96,79,581,111,1,OFF
"2026-03-31 08:05:00",Living_Room,21.8,75.2,723,10,2,OFF
"2026-03-31 08:10:00",Bedroom,21.17,85,852,5,2,OFF
"2026-03-31 08:15:00",Kitchen,23.23,79.1,602,8,2,OFF
"2026-03-31 08:20:00",Bathroom,22.74,85,655,0,2,OFF
"2026-03-31 08:25:00",Living_Room,21.08,77,730,0,2,OFF
"2026-03-31 08:30:00",Bedroom,20.73,85,819,104,1,OFF
"2026-03-31 08:35:00",Kitchen,22.51,72.5,669,0,3,OFF
"2026-03-31 08:40:00",Bathroom,22.13,85,678,14,2,OFF
"2026-03-31 08:45:00",Living_Room,21.11,85,766,0,3,OFF
"2026-03-31 08:50:00",Bedroom,20.49,85,840,0,2,HEATING
"2026-03-31 08:55:00",Kitchen,22.86,85,699,4,3,OFF
"2026-03-31 09:00:00",Bathroom,21.46,85,786,14,3,OFF
"2026-03-31 09:05:00",Living_Room,20.54,85,726,151,1,OFF
"2026-03-31 09:10:00",Bedroom,20.15,84.9,857,19,2,HEATING
"2026-03-31 09:15:00",Kitchen,22.62,85,593,180,1,OFF
"2026-03-31 09:20:00",Bathroom,21.52,85,812,0,3,OFF
"2026-03-31 09:25:00",Living_Room,20.01,83.6,755,23,3,HEATING
"2026-03-31 09:30:00",Bedroom,20.14,82.5,863,8,2,HEATING
"2026-03-31 09:35:00",Kitchen,22.27,85,487,0,0,OFF
"2026-03-31 09:40:00",Bathroom,21.5,85,527,0,0,OFF
"2026-03-31 09:45:00",Living_Room,20.28,72.3,692,14,0,HEATING
"2026-03-31 09:50:00",Bedroom,20.38,78.9,786,0,0,HEATING
"2026-03-31 09:55:00",Kitchen,22.57,80.2,442,8,0,OFF
"2026-03-31 10:00:00",Bathroom,21.64,85,450,0,0,OFF
"2026-03-31 10:05:00",Living_Room,20.89,76,650,0,0,OFF
"2026-03-31 10:10:00",Bedroom,20.1,64,729,20,0,HEATING
"2026-03-31 10:15:00",Kitchen,22.65,81.2,420,0,0,OFF
"2026-03-31 10:20:00",Bathroom,21.84,77.1,429,2,0,OFF
"2026-03-31 10:25:00",Living_Room,21.01,59.6,603,0,0,OFF
"2026-03-31 10:30:00",Bedroom,20.47,85,677,0,0,HEATING
"2026-03-31 10:35:00",Kitchen,22.98,77.5,419,9,0,OFF
"2026-03-31 10:40:00",Bathroom,22.03,85,421,5,0,OFF
"2026-03-31 10:45:00",Living_Room,21.16,85,565,0,0,OFF
"2026-03-31 10:50:00",Bedroom,20.82,84.3,631,0,0,OFF
"2026-03-31 10:55:00",Kitchen,22.9,85,414,17,0,OFF
"2026-03-31 11:00:00",Bathroom,22.26,79.1,421,5,0,OFF
"2026-03-31 11:05:00",Living_Room,21.11,79.5,538,0,0,OFF
"2026-03-31 11:10:00",Bedroom,20.73,65.7,586,3,0,OFF
"2026-03-31 11:15:00",Kitchen,22.81,85,415,9,0,OFF
"2026-03-31 11:20:00",Bathroom,22.26,83,414,0,0,OFF
"2026-03-31 11:25:00",Living_Room,21.53,83.1,639,10,4,OFF
"2026-03-31 11:30:00",Bedroom,20.87,79.6,650,31,2,OFF
"2026-03-31 11:35:00",Kitchen,23.04,85,659,1,4,OFF
"2026-03-31 11:40:00",Bathroom,22.34,85,616,8,2,OFF
"2026-03-31 11:45:00",Living_Room,21.4,76.5,624,137,1,OFF
"2026-03-31 11:50:00",Bedroom,20.76,85,735,0,3,OFF
"2026-03-31 11:55:00",Kitchen,22.72,73.8,574,171,1,OFF
"2026-03-31 12:00:00",Bathroom,22.23,85,769,4,3,OFF
"2026-03-31 12:05:00",Living_Room,21.49,85,649,0,2,OFF
"2026-03-31 12:10:00",Bedroom,20.77,85,767,9,2,OFF
"2026-03-31 12:15:00",Kitchen,22.77,85,606,0,2,OFF
"2026-03-31 12:20:00",Bathroom,21.89,80.7,604,114,1,OFF
"2026-03-31 12:25:00",Living_Room,21.67,71.4,664,6,2,OFF
"2026-03-31 12:30:00",Bedroom,21.1,78.7,838,0,3,OFF
"2026-03-31 12:35:00",Kitchen,23.08,85,670,12,3,OFF
"2026-03-31 12:40:00",Bathroom,22.89,85,556,128,1,OFF
"2026-03-31 12:45:00",Living_Room,22.17,83.3,731,19,4,OFF
"2026-03-31 12:50:00",Bedroom,21.72,85,804,125,1,OFF
"2026-03-31 12:55:00",Kitchen,23.77,79.7,523,0,0,COOLING
"2026-03-31 13:00:00",Bathroom,22.76,85,447,11,0,COOLING
"2026-03-31 13:05:00",Living_Room,21.78,68,672,3,0,OFF
"2026-03-31 13:10:00",Bedroom,21.72,77,823,0,2,OFF
"2026-03-31 13:15:00",Kitchen,23.53,75.8,588,11,2,COOLING
"2026-03-31 13:20:00",Bathroom,22.34,85,731,3,3,COOLING
"2026-03-31 13:25:00",Living_Room,22.26,73.9,656,80,1,COOLING
"2026-03-31 13:30:00",Bedroom,21.49,81.2,802,52,1,OFF
"2026-03-31 13:35:00",Kitchen,23.82,75.3,546,82,1,COOLING
"2026-03-31 13:40:00",Bathroom,22.68,85,598,84,1,COOLING
"2026-03-31 13:45:00",Living_Room,21.78,71.1,679,0,2,OFF
